Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Greece,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,58
Greece,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,33
Greece,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,10
Greece,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,58
Greece,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Greece,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,11
Greece,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,65
Greece,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,25
Greece,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,10
Greece,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,59
Greece,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Greece,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,10
Spain,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,75
Spain,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,18
Spain,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,7
Spain,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,74
Spain,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,19
Spain,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,7
Spain,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,74
Spain,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,19
Spain,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,6
Spain,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,73
Spain,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,20
Spain,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,7
Spain,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,76
Spain,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,17
Spain,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,7
Finland,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,53
Finland,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,30
Finland,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,17
Finland,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,57
Finland,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,27
Finland,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Finland,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,56
Finland,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,30
Finland,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Finland,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,62
Finland,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,24
Finland,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Finland,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,63
Finland,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,23
Finland,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
France,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,68
France,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,24
France,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,8
France,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,70
France,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,23
France,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,8
France,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,72
France,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,20
France,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,8
France,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,73
France,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,17
France,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,9
France,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,66
France,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,26
France,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,8
Croatia,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,71
Croatia,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,20
Croatia,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,9
Croatia,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,75
Croatia,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,17
Croatia,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,8
Croatia,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,69
Croatia,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,20
Croatia,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,10
Croatia,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,86
Croatia,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,10
Croatia,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,4
Croatia,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,70
Croatia,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,19
Croatia,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,11
Hungary,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,44
Hungary,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,44
Hungary,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Hungary,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,42
Hungary,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,44
Hungary,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Hungary,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,55
Hungary,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Hungary,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Hungary,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,50
Hungary,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,37
Hungary,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,13
Hungary,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,46
Hungary,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,37
